963,142,b'Iva undiff.'
3668,143,b'Cyclachaena xanthiifolia-type'
372,144,b'Juglans cinerea'
372,145,b'Juglans nigra'
372,146,b'Juglans undiff.'
9108,147,b'Juncaceae'
4245,148,b'Kalmia'
33587,149,b'Koenigia islandica'
460,150,b'Lamiaceae undiff.'
2333,151,b'Laguncularia'
29626,152,b'Laportea-type'
329,153,b'Larix'
55,154,b'Lechea'
259,155,b'Rhododendron subsect. Ledum'
31567,156,b'Rhododendron subsect. Ledum/Chamaedaphne calyculata'
346,157,b'Fabaceae undiff.'
9511,158,b'Leitneria floridana'
859,159,b'Lemnoideae'
409,160,b'Cichorioideae'
341,161,b'Liliaceae undiff.'
9512,162,b'Liquidambar'
3395,163,b'Liriodendron'
21811,164,b'Lonicera'
2546,165,b'Viscaceae sensu stricto'
1180,166,b'Lycopodiaceae undiff.'
2661,167,b'Diphasiastrum alpinum'
5011,168,b'Lycopodium annotinum'
9513,169,b'Pseudolycopodiella caroliniana'
5011,170,b'Lycopodium clavatum'
2662,171,b'Diphasiastrum complanatum-type'
1179,172,b'Lycopodiella inundata'
2642,173,b'Huperzia lucidula'
5011,174,b'Lycopodium obscurum'
2642,175,b'Huperzia selago'
32879,176,b'Lycopus-type'
539,177,b'Lysimachia undiff.'
377,178,b'Maclura pomifera-type'
3395,179,b'Magnolia'
9133,180,b'Malvaceae'
39768,181,b'Melilotus-type'
9505,182,b'Menyanthes trifoliata'
,183,b'Mimosoideae'
348,184,b'Unknown (monolete) undiff.'
1816,185,b'Moraceae'
185,186,b'Morus'
659,187,b'Bryopsida undiff.'
126,188,b'Myriophyllum'
21,189,b'Nemopanthus'
673,190,b'Nuphar'
673,191,b'Nymphaeaceae undiff.'
673,192,b'Nymphaea'
1693,193,b'Nyssa'
445,194,b'Onagraceae undiff.'
2339,195,b'Osmanthus'
,196,b'Osmunda undiff.'
31463,197,b'Ostrya/Carpinus'
9503,198,b'Oxyria digyna'
9102,199,b'Arecaceae'
1562,200,b'Parnassia'
1108,201,b'Parthenocissus'
21585,202,b'Pediastrum'
431,203,b'Dalea undiff.'
431,204,b'Dalea candida-type'
313,2140,b'Unknown (striate)'
431,205,b'Dalea purpurea-type'
1585,206,b'Phacelia'
210,207,b'Picea glauca-type'
210,208,b'Picea mariana-type'
210,209,b'Picea rubens-type'
329,210,b'Picea'
212,211,b'Pinus clausa-type'
385,212,b'Pinus subg. Pinus'
385,213,b'Pinus subg. Strobus'
385,216,b'Pinus undiff.'
9514,217,b'Planera aquatica'
480,218,b'Plantago undiff.'
480,219,b'Plantago major'
480,220,b'Plantago lanceolata'
480,221,b'Plantago media'
15512,222,b'Platanus'
848,223,b'Polemoniaceae'
1881,224,b'Polygalaceae'
702,225,b'Polygonaceae undiff.'
15529,226,b'Anacardiaceae-type'
,227,b'Polygonella fimbriata/P. myriophylla'
9100,228,b'Apocynaceae'
,229,b'Polygonum undiff.'
9515,230,b'Persicaria amphibia'
2291,231,b'Polygonum aviculare-type'
9517,232,b'Bistorta bistortoides-type'
9515,233,b'Persicaria lapathifolia-type'
9539,234,b'Polypodiaceae'
29329,235,b'Polypodium-type'
9118,236,b'Pontederiaceae'
389,237,b'Populus undiff.'
389,238,b'Populus balsamifera-type'
389,239,b'Populus tremuloides-type'
7656,240,b'Portulacaceae'
517,241,b'Potamogeton undiff.'
33817,242,b'Potentilla-type'
848,244,b'Primulaceae'
33810,245,b'Prunus-type'
329,246,b'Pseudotsuga'
29329,247,b'Pteridium-type'
2546,248,b'Arceuthobium/Loranthaceae'
33809,250,b'Pyrus-type'
328,251,b'Quercus'
350,252,b'Ranunculaceae undiff.'
549,253,b'Ranunculus undiff.'
1897,254,b'Myrsine'
726,255,b'Rhamnaceae/Vitaceae undiff.'
9116,256,b'Rhamnaceae'
9117,257,b'Combretaceae/Melastomataceae'
3030,258,b'Rhizophora'
4245,259,b'Rhododendron'
347,260,b'Rhus'
40119,261,b'Rhynchospora'
2274,262,b'Ribes'
39774,263,b'Robinia'
330,264,b'Alnus rubra-type'
4764,265,b'Rosaceae (trees) undiff.'
733,266,b'Rubiaceae undiff.'
33827,267,b'Rubus'
33590,268,b'Rumex'
199,269,b'Sabal'
1177,270,b'Sagittaria'
1746,271,b'Salix'
271,272,b'Salix herbacea'
271,273,b'Salix vestita'
391,274,b'Salsola'
42227,275,b'Sambucus'
35449,276,b'Sample quantity'
33815,277,b'Sanguisorba'
29690,278,b'Sapindus'
7655,279,b'Sarcobatus vermiculatus'
9147,280,b'Sarracenia'
282,281,b'Saxifraga-type'
9122,282,b'Saxifragaceae'
9530,283,b'Scheuchzeria palustris'
9096,284,b'Scrophulariaceae'
68,285,b'Sedum'
33986,286,b'Selaginella'
199,287,b'Serenoa'
542,288,b'Shepherdia undiff.'
542,289,b'Shepherdia argentea'
542,290,b'Shepherdia canadensis'
,291,b'Shrubs undiff.'
543,292,b'Solanaceae undiff.'
9774,293,b'Sparganium-type'
29991,294,b'Sphagnum'
33818,295,b'Spiraea-type'
313,296,b'Unknown undiff.'
1858,297,b'Symplocos'
72,298,b'Taxodium'
16999,299,b'Taxus'
350,300,b'Thalictrum'
878,301,b'Tillandsia'
1714,302,b'Tilia'
,303,b'Trees undiff.'
9115,304,b'Trema'
339,305,b'Unknown (trilete) undiff.'
329,306,b'Tsuga'
418,307,b'Asteroideae undiff.'
9774,308,b'Typha/Sparganium'
751,309,b'Typha latifolia'
1203,310,b'Ulmus'
9099,311,b'Apiaceae'
312,312,b'Indeterminable'
313,313,b'Unknown'
464,314,b'Urtica-type'
464,315,b'Urticaceae undiff.'
2018,316,b'Utricularia'
9125,317,b'Vaccinium'
1302,318,b'Valeriana'
397,319,b'Viburnum undiff.'
1108,320,b'Vitis'
9551,321,b'Woodsia'
3668,322,b'Xanthium'
538,323,b'Zea mays'
35449,324,b'Microspheres'
35449,325,b'Microsphere suspension'
29127,326,b'Botryococcus'
1881,327,b'Betulaceae'
9129,328,b'Fagaceae'
1944,329,b'Pinaceae'
32627,330,b'Alnus'
2313,332,b'Viola'
29012,333,b'Schrankia'
29312,334,b'Sisyrinchium'
9553,335,b'Matteuccia'
1278,336,b'Lythrum'
5480,337,b'Aquilapollenites'
3555,338,b'Acer'
313,339,b'Unknown (trilete)'
7638,341,b'Liliaceae'
6867,6262,b'Myocastor sp.'
330,344,b'Alnus incana'
3668,345,b'Ambrosia'
1881,346,b'Fabaceae'
9097,347,b'Anacardiaceae'
313,348,b'Unknown (monolete)'
22954,349,b'Bidens'
9107,350,b'Ranunculaceae'
9104,351,b'Campanulaceae'
806,352,b'Humulus/Cannabis sativa'
24464,353,b'Alnus viridis'
33809,354,b'Amelanchier-type'
483,355,b'Rosaceae undiff.'
327,357,b'Betulaceae undiff.'
1562,359,b'Celastrus'
1693,361,b'Cornus'
72,363,b'Juniperus-type'
72,364,b'Juniperus/Thuja'
85,365,b'Elaeagnus/Shepherdia argentea'
23490,366,b'Ephedra'
366,367,b'Ephedra torreyana-type'
366,368,b'Ephedra nevadensis-type'
2339,369,b'Fraxinus'
369,370,b'Fraxinus quadrangulata-type'
369,371,b'Fraxinus americana-type'
1710,372,b'Juglans'
29554,373,b'Larix/Pseudotsuga'
533,374,b'Pinaceae (vesiculate) undiff.'
24094,375,b'Phoradendron'
20932,376,b'Maclura pomifera'
185,377,b'Maclura-type'
963,378,b'Iva annua'
381,379,b'Myrica-type'
883,380,b'Myrtaceae undiff.'
1881,381,b'Myricaceae'
25379,382,b'Myrica/Comptonia peregrina'
381,383,b'Myrica'
31463,384,b'Ostrya-type'
329,385,b'Pinus'
38721,386,b'Pinus edulis-type'
15529,387,b'Piperaceae-type'
347,388,b'Pistacia'
1746,389,b'Populus'
9097,390,b'Rutaceae'
7656,391,b'Amaranthaceae'
2629,392,b'Styloceras'
21811,393,b'Symphoricarpos-type'
9112,394,b'Caprifoliaceae'
72,395,b'Taxodium-type'
397,396,b'Viburnum lentago'
42227,397,b'Viburnum'
397,398,b'Viburnum rafinesquianum-type'
390,400,b'Zanthoxylum-type'
5431,401,b'Amaranthus retroflexus-type'
39749,402,b'Amorpha'
1161,403,b'Anemone canadensis-type'
32379,404,b'Ranunculaceae (tricolpate)'
32379,405,b'Ranunculaceae (pericolpate)'
1161,406,b'Anemone quinquefolia-type'
33732,407,b'Ranunculus flabellaris-type'
9104,409,b'Asteraceae'
9959,413,b'Cardueae'
33579,482,b'Polygonum tenue-type'
6462,6263,b'Myocastoridae'
24521,51638,b'Nitzschia oregona'
39691,416,b'Poaceae (Cerealia)'
9108,417,b'Poaceae'
409,418,b'Asteroideae'
420,419,b'Brassica'
9105,420,b'Brassicaceae'
586,421,b'Campanula aparinoides-type'
586,422,b'Campanula rotundifolia-type'
5823,424,b'Cannabis sativa-type'
9115,425,b'Humulus'
29625,426,b'Cannabis sativa'
416,427,b'Poaceae (Cerealia) undiff.'
257,428,b'Rhexia-type'
74,430,b'Cyperaceae undiff.'
39749,431,b'Dalea'
431,432,b'Dalea candida'
431,433,b'Dalea purpurea'
40076,443,b'Dodecatheon'
33819,444,b'Dryas'
9117,445,b'Onagraceae'
445,446,b'Gaura'
448,447,b'Gentiana andrewsii-type'
119,448,b'Gentiana'
391,449,b'Gomphrena'
448,450,b'Gentiana andrewsii'
39747,451,b'Hedysarum'
33451,452,b'Heliotropium'
40283,453,b'Hedyotis'
7635,454,b'Hypoxis'
963,456,b'Iva frutescens-type'
9673,457,b'Cyclachaena xanthiifolia'
391,458,b'Kochia-type'
391,459,b'Kochia'
9096,460,b'Lamiaceae'
604,463,b'Cystopteris bulbifera'
1816,464,b'Urticaceae'
464,465,b'Laportea'
1401,466,b'Lilium philadelphicum-type'
539,467,b'Lysimachia quadriflora-type'
539,468,b'Lysimachia thyrsiflora'
39768,469,b'Medicago'
445,470,b'Oenothera'
,471,b'Onosmodium'
1680,472,b'Opuntia'
7636,473,b'Orchidaceae'
127,474,b'Angiospermae undiff. (upland herbs)'
464,475,b'Parietaria'
33774,476,b'Pedicularis'
223,477,b'Phlox'
29626,478,b'Pilea-type'
464,479,b'Pilea'
698,480,b'Plantago'
,481,b'Polygonella'
9116,483,b'Rosaceae'
40076,484,b'Primula'
40119,486,b'Rhynchospora-type'
282,487,b'Saxifraga'
1262,489,b'Solanum rostratum'
27285,490,b'Sphaeralcea'
32875,491,b'Stachys-type'
391,492,b'Suaeda-type'
391,493,b'Tidestromia-type'
391,494,b'Tidestromia'
27608,495,b'Trifolium pratense'
27609,496,b'Trifolium repens-type'
19370,51639,b'Planothidium sp. 1 Gull LLC'
464,498,b'Urtica'
,499,b'Urticales undiff.'
1138,500,b'Verbena'
7637,501,b'Zigadenus'
1625,502,b'Cheilanthes'
29343,504,b'Gymnocarpium'
1695,505,b'Lycopodium-type'
21598,506,b'Matteuccia/Onoclea sensibilis'
9552,507,b'Onoclea sensibilis'
1207,508,b'Ophioglossum'
1206,509,b'Osmunda'
286,510,b'Selaginella densa-type'
286,511,b'Selaginella rupestris-type'
5037,512,b'Thelypteris palustris-type'
1177,513,b'Alisma'
22,514,b'Hydrocotyle'
159,515,b'Lemna'
3468,516,b'Stuckenia'
3468,517,b'Potamogeton'
737,518,b'Ruppia maritima'
36490,520,b'Cingutriletes'
15529,522,b'Engelhardia-type'
36490,523,b'Striatriletes'
15529,525,b'Scrophulariaceae-type'
223,526,b'Gilia-type'
1302,527,b'Valeriana-type'
33579,528,b'Polygonum californicum-type'
306,529,b'Tsuga mertensiana'
306,530,b'Tsuga heterophylla'
531,531,b'calcium carbonate (estimated)'
532,532,b'organic matter'
29554,533,b'Pinaceae (vesiculate)'
72,534,b'Cupressaceae undiff.'
32182,535,b'Fungi'
33590,536,b'Rumex/Oxyria digyna'
39516,538,b'Zea'
1897,539,b'Lysimachia'
33596,540,b'Polygonum'
33808,541,b'Prunus/Sorbus'
85,542,b'Shepherdia'
9120,543,b'Solanaceae'
313,544,b'Unknown (Cretaceous)'
31469,545,b'Stellaria'
27285,546,b'Malva'
754,547,b'Unknown (alete) undiff.'
33,548,b'Botrychium simplex'
350,549,b'Ranunculus'
1,550,b'Abies balsamea'
28787,551,b'Cornus sericea-type'
338,552,b'Acer cf. A. pensylvanicum'
338,553,b'Acer nigrum'
7766,7769,b'Rana sp.'
49744,488,b'Secale-type'
338,554,b'Acer saccharinum'
338,555,b'Acer saccharum'
3742,556,b'Acorus calamus'
19368,557,b'Allium-type'
33809,558,b'Amelanchier'
30673,559,b'Amphitrema'
,560,b'Amphitrema flavum'
559,561,b'Amphitrema wrightianum'
9125,562,b'Andromeda'
564,563,b'Andromeda polifolia var. latifolia'
562,564,b'Andromeda polifolia'
2607,565,b'Aralia hispida'
1189,566,b'Arcella artocrea'
23,567,b'Arceuthobium pusillum'
1162,568,b'Arctostaphylos uva-ursi'
24,569,b'Armeria maritima'
30662,570,b'Assulina'
570,571,b'Assulina muscorum'
570,572,b'Assulina seminulum'
26,573,b'Athyrium filix-femina'
29,574,b'Betula (shrub)'
31657,575,b'Betula alleghaniensis'
31658,576,b'Betula papyrifera'
15529,578,b'cf. Bocconia'
28787,579,b'Cornus sericea'
3970,582,b'Butomus umbellatus'
9722,583,b'Calla palustris'
15529,584,b'cf. Callitriche'
350,585,b'Caltha-type'
29846,586,b'Campanula-type'
44,587,b'Carya cordiformis'
44,588,b'Carya ovata'
2643,589,b'Cassiope tetragona-type'
47,590,b'Castanea dentata'
49,591,b'Celtis occidentalis'
413,592,b'Centaurea'
50,593,b'Cephalanthus occidentalis'
72,594,b'Chamaecyparis-type'
52,595,b'Chamaecyparis thyoides'
24007,597,b'Comptonia peregrina'
164,598,b'Lonicera caerulea'
27666,599,b'Cornus alternifolia'
28786,600,b'Cornus canadensis'
28787,601,b'Cornus rugosa'
67,603,b'Corylus cornuta'
29343,604,b'Cystopteris'
604,605,b'Cystopteris fragilis'
15529,606,b'cf. Diapensia lapponica'
2263,607,b'Diervilla lonicera'
30686,608,b'Difflugia'
,609,b'Difflugia oviformis'
608,610,b'Difflugia pyriformis'
81,612,b'Drosera rotundifolia-type'
1608,613,b'Dryopteris'
84,615,b'Elaeagnus commutata'
,617,b'Epilobium angustifolium-type'
90,618,b'Epilobium glandulosum-type'
6732,6058,b'Eumops glaucinus'
30661,619,b'Euglypha'
32189,620,b'Foraminifera'
117,621,b'Gaultheria hispidula'
118,622,b'Gaylussacia baccata'
9724,623,b'Glaux maritima'
1192,625,b'Hyalosphenia elegans'
1192,626,b'Hyalosphenia papilio'
778,628,b'Dinoflagellata undiff.'
72,629,b'Cupressaceae cf. Juniperus communis'
72,630,b'Juniperus horizontalis/J. virginiana-type'
9526,635,b'Linnaea borealis'
2276,636,b'Linum'
,637,b'Littorella uniflora'
15529,638,b'Lobelia-type'
148,639,b'Kalmia procumbens'
164,640,b'Lonicera canadensis'
164,641,b'Lonicera involucrata'
164,642,b'Lonicera canadensis-type'
445,644,b'Ludwigia'
24089,645,b'Huperzia lucidula-type'
1050,646,b'Pinguicula cf. P. villosa'
15529,647,b'cf. Hypericum'
2661,648,b'Diphasiastrum complanatum'
2662,649,b'Diphasiastrum alpinum-type'
33194,650,b'Lycopodium annotinum-type'
33194,651,b'Lycopodium obscurum-type'
2662,652,b'Diphasiastrum tristachyum-type'
24089,653,b'Huperzia selago-type'
32879,654,b'Lycopus'
336,655,b'Lythrum salicaria'
32879,656,b'Mentha-type'
29982,658,b'cf. Mnium'
29966,659,b'Bryopsida'
28882,660,b'Moneses uniflora'
1159,661,b'Monotropa'
1507,662,b'Morus rubra-type'
,663,b'Multispinula minuta'
32,665,b'Myosotis-type'
383,666,b'Myrica gale'
188,667,b'Myriophyllum alterniflorum'
188,668,b'Myriophyllum sibiricum-type'
2279,669,b'Najas'
34572,670,b'Nematosphaeropsis labyrinthus'
189,671,b'Nemopanthus mucronatus'
21,672,b'Ilex/Nemopanthus'
9110,673,b'Nymphaeaceae'
2339,674,b'Oleaceae undiff.'
31361,675,b'Operculodinium centrocarpum'
9535,676,b'Polypodiophyta'
9534,677,b'Pteridophyta'
,678,b'Osmunda cinnamomea'
,679,b'Osmunda claytoniana'
509,680,b'Osmunda regalis-type'
15529,681,b'cf. Oxyria digyna'
27457,682,b'Oxyria digyna-type'
1067,683,b'Oxytropis maydelliana-type'
33149,631,b'Tectatodinium pellitum'
9107,684,b'Papaveraceae'
202,685,b'Pediastrum angulosum'
,686,b'Pediastrum boryanum'
,687,b'Pediastrum boryanum var. integrum'
,688,b'Pediastrum boryanum var. longicorne'
202,689,b'Pediastrum braunii'
202,690,b'Pediastrum duplex'
,691,b'Pediastrum kawraiskyi'
,692,b'Pediastrum simplex'
,693,b'Pediastrum tetras'
9113,694,b'Euphorbiaceae'
212,695,b'Pinus banksiana-type'
212,696,b'Pinus resinosa-type'
38719,697,b'Pinus strobus'
9096,698,b'Plantaginaceae'
480,699,b'Plantago lanceolata-type'
222,700,b'Platanus occidentalis'
15529,701,b'Platanus/Callitriche'
7656,702,b'Polygonaceae'
9517,703,b'Bistorta officinalis-type'
9517,705,b'Bistorta vivipara'
835,707,b'Polypodium virginianum'
389,709,b'Populus deltoides-type'
389,710,b'Populus grandidentata-type'
5664,711,b'Potamogetonaceae/Triglochin'
,712,b'Potentilla palustris-type'
32879,714,b'Prunella-type'
33810,715,b'Prunus'
715,716,b'Prunus pensylvanica'
715,717,b'Prunus serotina'
33832,718,b'Rosaceae cf. Prunus serotina'
715,719,b'Prunus virginiana'
807,720,b'Pteridium aquilinum'
1159,721,b'Pyrola'
848,722,b'Ericaceae-type'
256,723,b'Rhamnus alnifolia/Frangula alnus'
726,724,b'Rhamnus/Vitis'
785,725,b'Rhamnus cathartica'
23569,726,b'Rhamnaceae/Vitaceae'
259,727,b'Rhododendron canadense'
731,728,b'Toxicodendron radicans'
347,729,b'Rhus/Toxicodendron'
260,730,b'Rhus typhina'
347,731,b'Toxicodendron'
262,732,b'Ribes cf. R. glandulosum'
9100,733,b'Rubiaceae'
267,734,b'Rubus chamaemorus'
33590,735,b'Rumex-type'
4057,736,b'Rumex acetosa-type'
23510,737,b'Ruppia'
271,738,b'Salix arctica-type'
271,739,b'Salix herbacea-type'
271,740,b'Salix reticulata-type'
271,741,b'Salix vestita-type'
277,742,b'Sanguisorba canadensis'
29552,743,b'cf. Sarcobatus vermiculatus'
280,745,b'Sarracenia purpurea'
281,746,b'Saxifraga cernua-type'
281,747,b'Saxifraga oppositifolia-type'
27603,748,b'Micranthes stellaris-type'
286,749,b'Selaginella rupestris'
286,750,b'Selaginella selaginoides'
9774,751,b'Typha'
751,752,b'Typha angustifolia'
33818,753,b'Spiraea'
313,754,b'Unknown (alete)'
339,755,"b'Unknown (trilete, foveolate)'"
72,756,b'Cupressaceae cf. Thuja occidentalis'
16998,757,b'cf. Taxus'
302,758,b'Tilia americana'
72,761,b'Juniperus communis/Thuja occidentalis-type'
39768,762,b'Trifolium-type'
306,763,b'Tsuga canadensis'
34215,764,b'Vaccinium angustifolium-type'
34216,765,b'Vaccinium uliginosum-type'
4952,766,b'Vaccinium macrocarpon-type'
4952,767,b'Vaccinium oxycoccos'
397,768,b'Viburnum alnifolium'
397,770,b'Viburnum edule'
15529,773,b'cf. Viola'
29329,774,b'Woodsia-type'
32183,775,b'Testate amoebae'
9135,776,b'Loranthaceae'
1427,777,b'Limonium carolinianum'
32188,778,b'Dinoflagellata'
391,43659,b'Volkensinia'
1101,780,b'Chamaecrista fasciculata-type'
464,781,b'Cecropia'
40283,782,b'Houstonia'
,784,b'Polygonella polygama-type'
256,785,b'Rhamnus'
29012,786,b'Mimosa'
15529,792,b'cf. Verbenaceae'
397,793,b'Viburnum nudum'
397,794,b'Viburnum opulus'
397,795,b'Viburnum opulus-type'
397,796,b'Viburnum nudum-type'
3668,797,b'Xanthium-type'
223,798,b'Polemonium'
32832,799,b'Polypodiophyta (monolete)'
5279,800,b'Pediomelum-type'
372,801,b'Juglans cinerea-type'
372,802,b'Juglans nigra-type'
338,803,b'Acer negundo-type'
391,804,b'Chenopodium-type'
32879,805,b'Dracocephalum-type'
9115,806,b'Humulus/Cannabis'
9540,807,b'Pteridium'
39756,808,b'Vicia-type'
390,809,b'Zanthoxylum'
33626,810,b'Potamogeton-type'
29846,813,b'Campanula'
2938,43661,b'Vicia hirsuta/V. tetrasperma'
350,815,b'Ranunculus-type'
366,816,b'Ephedra (simple folds)'
366,817,b'Ephedra (branched folds)'
9125,818,b'Lyonia'
1643,819,b'Smilax'
31380,791,b'Spiniferites elongatus-type'
22590,820,b'Achillea-type'
445,821,b'Circaea'
413,822,b'Cirsium/Carduus-type'
22953,823,b'Eupatorium-type'
9517,824,b'Bistorta vivipara-type'
33817,825,b'Potentilla'
9870,826,b'Sanguinaria canadensis'
9515,827,b'Persicaria hydropiper-type'
126,828,b'Proserpinaca'
29626,829,b'Celtis/Maclura'
27668,830,b'Cornus florida'
28786,831,b'Cornus canadensis-type'
309,832,b'Typha latifolia (monad)'
,833,b'Osmunda cinnamomea-type'
83,834,b'Dryopteris carthusiana-type'
29322,835,b'Polypodium'
212,836,b'Pinus banksiana/P. resinosa'
9540,837,b'Dennstaedtia'
480,838,b'Plantago major-type'
29329,839,b'Cystopteris-type'
267,840,b'Rubus cf. R. chamaemorus'
31469,841,b'Stellaria-type'
39768,842,b'Ononis-type'
33826,843,b'Rosa'
9128,844,b'Micranthes cf. M. punctata'
9128,845,b'Micranthes cf. M. stellaris'
33772,846,b'Melampyrum-type'
19368,847,b'cf. Scheuchzeria palustris'
9651,848,b'Ericales'
848,849,b'Ericales undiff.'
509,850,b'Osmunda regalis'
33,851,b'Botrychium virginianum'
2352,852,b'Diospyros'
72,853,b'Thuja'
9708,854,b'Claytonia'
2640,855,b'Persea'
3122,856,b'Illicium'
29,857,b'Betula (tree)'
2339,858,b'Ligustrum'
7641,859,b'Araceae'
330,861,b'Alnus rubra'
389,862,b'Populus trichocarpa-type'
328,863,b'Chrysolepis/Lithocarpus'
338,864,b'Acer circinatum'
338,865,b'Acer macrophyllum'
2969,866,b'Garrya'
9107,867,b'Berberidaceae'
223,868,b'Gilia'
9517,869,b'Bistorta bistortoides'
33579,870,b'Polygonum californicum'
282,871,b'Heuchera'
2371,872,b'Camassia'
185,874,b'Moraceae undiff.'
381,875,b'Myricaceae undiff.'
39235,876,b'Asteraceae (high spine)'
39235,877,b'Asteraceae (low spine)'
9108,878,b'Bromeliaceae'
2274,879,b'cf. Ribes'
15529,880,b'cf. Sapindaceae'
22,881,b'Hydrocotyle-type'
119,1024,b'Gentianella'
31567,882,b'Rhododendron subsect. Ledum-type'
9117,883,b'Myrtaceae'
9515,884,b'Persicaria maculosa-type'
236,885,b'Pontederia'
22950,886,b'Senecio'
339,887,"b'Unknown (trilete, verrucate)'"
9515,888,b'Persicaria amphibia-type'
15529,889,b'cf. Menyanthes trifoliata'
33734,890,b'Ranunculus pensylvanicus-type'
32832,892,b'cf. Gymnocarpium'
2291,893,b'Polygonum ramosissimum-type'
9084,894,b'Ceratophyllum'
83,895,b'Dryopteris-type undiff.'
404,896,b'Ranunculaceae (tricolpate) undiff.'
210,897,b'Picea undiff.'
43659,43660,b'Volkensinia prostrata'
15529,899,b'cf. Ceanothus'
15529,900,b'cf. Eriogonum'
1278,901,b'cf. Phacelia'
15529,902,b'cf. Sambucus'
15529,903,b'cf. Toxicodendron radicans'
268,904,b'Rumex undiff.'
312,905,b'Indeterminable undiff.'
751,906,b'Typha undiff.'
85,907,b'Elaeagnaceae undiff.'
9774,908,b'Sparganium'
92,909,b'Ericaceae undiff.'
199,910,b'Arecaceae undiff.'
126,911,b'Haloragaceae undiff.'
282,912,b'Saxifragaceae undiff.'
212,913,b'Pinus subg. Pinus undiff.'
